title,department,center,teacher,start_date,end_date,min_cost,max_cost,days,course_link
حسابداری مالی خدماتی,علوم مالی و حسابداری,زعفرانیه,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۱۱ تیر ۱۴۰۵,"۵۳,۹۰۰,۰۰۰","۵۳,۹۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/3865/حسابداری-مالی-خدماتی
کوچینگ سطح یک (مقدماتی),مدیریت و کسب و کار,زعفرانیه,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۱۵ مرداد ۱۴۰۵,"۳۰۰,۰۰۰,۰۰۰","۳۰۰,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/6110/کوچینگ-سطح-یک-(مقدماتی)
جامع مدیریت منابع انسانی (HRM),مدیریت و کسب و کار,زعفرانیه,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,جمعه ۲۶ تیر ۱۴۰۵,"۱۲۸,۷۰۰,۰۰۰","۱۶۱,۷۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/4924/جامع-مدیریت-منابع-انسانی-(HRM)
نقشه کشی صنعتی,علوم مهندسی,زعفرانیه,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۱۱ تیر ۱۴۰۵,"۶۷,۵۰۰,۰۰۰","۶۷,۵۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/153718140/نقشه-کشی-صنعتی
تهیه و سرو حرفه ای نوشیدنی های سرد,تشریفات و گردشگری,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۱ خرداد ۱۴۰۵,"۸۳,۲۰۰,۰۰۰","۸۳,۲۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/3832/تهیه-و-سرو-حرفه-ای-نوشیدنی-های-سرد
ورکشاپ تخصصی شکلات دست ساز,تشریفات و گردشگری,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۱۷ اردیبهشت ۱۴۰۵,"۷۰,۴۰۰,۰۰۰","۷۰,۴۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/3814/ورکشاپ-تخصصی-شکلات-دست-ساز
نازکدوزی زنانه,فناوری مد و پوشاک,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۶ شهریور ۱۴۰۵,"۱۳۱,۰۰۰,۰۰۰","۱۳۱,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/411414164/نازکدوزی-زنانه
Wordpress & WooCommerce Essential Training,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۴ اردیبهشت ۱۴۰۵,"۵۳,۰۰۰,۰۰۰","۵۳,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5202/Wordpress-&-WooCommerce-Essential-Training
C# Programming,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۱ خرداد ۱۴۰۵,"۸۳,۰۰۰,۰۰۰","۸۳,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/132027124/C#-Programming
Network+,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۲۰,۰۰۰,۰۰۰","۲۰,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/131612129/Network+
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۹ مرداد ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",جمعه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | پنجشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
طراحی داشبوردهای هوش تجاری با PowerBI,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۱ خرداد ۱۴۰۵,"۵۰,۰۰۰,۰۰۰","۵۰,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6057/طراحی-داشبوردهای-هوش-تجاری-با-PowerBI
Python Programming Advanced,فناوری اطلاعات و ارتباطات,پارک ساعی,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۵ تیر ۱۴۰۵,"۹۲,۰۰۰,۰۰۰","۱۱۴,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5681/Python-Programming-Advanced
تولید موسیقی الکترونیک (نرم افزار ایبلتون),هنر و سینما,زعفرانیه,مشخص نشده,پنجشنبه ۲۷ فروردین ۱۴۰۵,پنجشنبه ۲۴ اردیبهشت ۱۴۰۵,"۳۹,۹۰۰,۰۰۰","۳۹,۹۰۰,۰۰۰",پنجشنبه ساعت ۱۰:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/6143/تولید-موسیقی-الکترونیک-(نرم-افزار-ایبلتون)
تربیت مدرس آزمون IELTS,زبانهای خارجی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۳۸,۵۰۰,۰۰۰","۳۸,۵۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۱۵,https://mftplus.com/lesson/231217132/تربیت-مدرس-آزمون-IELTS
Python Programming Advanced,فناوری اطلاعات و ارتباطات,پرند,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۹ تیر ۱۴۰۵,"۱۱۴,۰۰۰,۰۰۰","۱۱۴,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5681/Python-Programming-Advanced
بازرگانی بین الملل,مدیریت و کسب و کار,سعادت آباد (مرکزی),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۳۶,۸۰۰,۰۰۰","۴۸,۳۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4937/بازرگانی-بین-الملل
جامع بازرگانی بین الملل (ITP),مدیریت و کسب و کار,سعادت آباد (مرکزی),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۳ مرداد ۱۴۰۵,"۱۴۷,۰۰۰,۰۰۰","۱۶۷,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4923/جامع-بازرگانی-بین-الملل-(ITP)
SQL Server 2022 Database Development,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲ مرداد ۱۴۰۵,"۷۷,۰۰۰,۰۰۰","۹۰,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5316/SQL-Server-2022-Database-Development
سئو و بهینه سازی موتورهای جست و جو (SEO),فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۵ تیر ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۸۳,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5303/سئو-و-بهینه-سازی-موتورهای-جست-و-جو-(SEO)
Deep Learning with Python,فناوری اطلاعات و ارتباطات,نارمک,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۹ مرداد ۱۴۰۵,"۱۱۷,۰۰۰,۰۰۰","۱۱۷,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۲:۰۰,https://mftplus.com/lesson/5542/Deep-Learning-with-Python
Java SE 8 Programming,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۹ تیر ۱۴۰۵,"۵۵,۰۰۰,۰۰۰","۶۸,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/132018136/Java-SE-8-Programming
CCNP Enterprise Package,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),سینا رجائی,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۹ آبان ۱۴۰۵,"۱۴۷,۰۰۰,۰۰۰","۱۸۰,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/3685/CCNP-Enterprise-Package
مسئول دفتری از نگارش تا مدیریت,مدیریت و کسب و کار,سعادت آباد (مرکزی),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۳۸,۴۰۰,۰۰۰","۴۸,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/6467/مسئول-دفتری-از-نگارش-تا-مدیریت
اصول طراحی دیجیتال,برق و الکترونیک,پارک ساعی,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۵ تیر ۱۴۰۵,"۶۲,۰۰۰,۰۰۰","۶۲,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/5327/اصول-طراحی-دیجیتال
اتوکد الکتریکال,برق و الکترونیک,پارک ساعی,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۲ خرداد ۱۴۰۵,"۷۱,۳۰۰,۰۰۰","۹۵,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/181222132/اتوکد-الکتریکال
CCNA 200-301,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۳ شهریور ۱۴۰۵,"۶۴,۰۰۰,۰۰۰","۷۸,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/3742/CCNA-200-301
دوره جامع نقشه خوانی ساختمان,علوم مهندسی,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۹ خرداد ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5613/دوره-جامع-نقشه-خوانی-ساختمان
MCSA PACK 2025,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۸ اسفند ۱۴۰۵,"۱۷۳,۰۰۰,۰۰۰","۲۱۸,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/6364/MCSA-PACK-2025
Microsoft Office Excel 2021,فناوری اطلاعات و ارتباطات,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۲۳,۰۰۰,۰۰۰","۲۸,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/5578/Microsoft-Office-Excel-2021
مکاتبات تجاری به زبان انگلیسی سطح متوسط,زبانهای خارجی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۴۶,۸۰۰,۰۰۰","۴۶,۸۰۰,۰۰۰",جمعه ساعت ۱۱:۰۰ تا ۱۷:۳۰,https://mftplus.com/lesson/5523/مکاتبات-تجاری-به-زبان-انگلیسی-سطح-متوسط
Android pack With Kotlin,فناوری اطلاعات و ارتباطات,نارمک,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۶ شهریور ۱۴۰۵,"۹۳,۰۰۰,۰۰۰","۹۳,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/3990/Android-pack-With-Kotlin
C# Programming,فناوری اطلاعات و ارتباطات,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۹ خرداد ۱۴۰۵,"۶۷,۰۰۰,۰۰۰","۸۳,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/132027124/C#-Programming
طراحی وب سایت (Web Design Pack),فناوری اطلاعات و ارتباطات,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۸ آبان ۱۴۰۵,"۱۵۰,۰۰۰,۰۰۰","۱۸۷,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۲:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۲:۰۰,https://mftplus.com/lesson/6459/طراحی-وب-سایت-(Web-Design-Pack)
(HTML & CSS (Web Design I,فناوری اطلاعات و ارتباطات,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,پنجشنبه ۴ تیر ۱۴۰۵,"۴۵,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۲:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۲:۰۰,https://mftplus.com/lesson/6456/(HTML-&-CSS-(Web-Design-I
پکیج مراقبت زیبایی پوست و مو,دانش سلامت,باملند(شمال غرب),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,پنجشنبه ۲۵ تیر ۱۴۰۵,"۲۴۷,۰۰۰,۰۰۰","۲۴۷,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰ | پنجشنبه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/6072/پکیج-مراقبت-زیبایی-پوست-و-مو
Installing and Configuring Windows 11,فناوری اطلاعات و ارتباطات,میرداماد,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۲ خرداد ۱۴۰۵,"۳۵,۰۰۰,۰۰۰","۴۴,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5953/Installing-and-Configuring-Windows-11
مدیریت راهبردی کسب و کار (DBA),مدیریت و کسب و کار,میرداماد,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۷ فروردین ۱۴۰۶,"۴۷۱,۹۰۰,۰۰۰","۵۹۲,۹۰۰,۰۰۰",جمعه ساعت ۰۸:۳۰ تا ۱۴:۳۰,https://mftplus.com/lesson/4911/مدیریت-راهبردی-کسب-و-کار-(DBA)
Programming with Python,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),آرشام حاجب,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۲ تیر ۱۴۰۵,"۷۰,۰۰۰,۰۰۰","۸۸,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5679/Programming-with-Python
دوره طراحی رابط و تجربه کاربری (UI/UX),فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۵ تیر ۱۴۰۵,"۵۵,۰۰۰,۰۰۰","۶۸,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5605/دوره-طراحی-رابط-و-تجربه-کاربری-(UI/UX)
طراحی وب سایت (Web Design Pack),فناوری اطلاعات و ارتباطات,پارک ساعی,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۹ آبان ۱۴۰۵,"۱۵۰,۰۰۰,۰۰۰","۱۸۷,۰۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6459/طراحی-وب-سایت-(Web-Design-Pack)
Network+,فناوری اطلاعات و ارتباطات,سیدخندان,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱ خرداد ۱۴۰۵,"۱۵,۰۰۰,۰۰۰","۲۰,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/131612129/Network+
نرم افزار EPLAN,برق و الکترونیک,پارک ساعی,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۲ خرداد ۱۴۰۵,"۷۸,۸۰۰,۰۰۰","۷۸,۸۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/181222127/نرم-افزار-EPLAN
Microsoft Office Excel 2021,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۲ خرداد ۱۴۰۵,"۲۳,۰۰۰,۰۰۰","۲۸,۰۰۰,۰۰۰",جمعه ساعت ۱۷:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/5578/Microsoft-Office-Excel-2021
(HTML & CSS (Web Design I,فناوری اطلاعات و ارتباطات,پارک ساعی,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۵ تیر ۱۴۰۵,"۴۵,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6456/(HTML-&-CSS-(Web-Design-I
مقدمه ای بر الگوریتم و برنامه نویسی,فناوری اطلاعات و ارتباطات,سیدخندان,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۲ خرداد ۱۴۰۵,"۲۸,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/132017130/مقدمه-ای-بر-الگوریتم-و-برنامه-نویسی
Programming with Python,فناوری اطلاعات و ارتباطات,نیاوران,آتیلا قشقایی,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۹ تیر ۱۴۰۵,"۷۰,۰۰۰,۰۰۰","۸۸,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5679/Programming-with-Python
تایپ و تندزنی,فناوری اطلاعات و ارتباطات,نارمک,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۱۰,۸۰۰,۰۰۰","۱۰,۸۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/131514123/تایپ-و-تندزنی
عطرسازی مقدماتی,فناوری مد و پوشاک,سعادت آباد (مرکزی),مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۲۱۰,۰۰۰,۰۰۰","۲۱۰,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/6677/عطرسازی-مقدماتی
Python Web Development With Django,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۵ تیر ۱۴۰۵,"۵۹,۰۰۰,۰۰۰","۵۹,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/4046/Python-Web-Development-With-Django
مدیریت عالی کسب و کار (MBA),مدیریت و کسب و کار,میرداماد,مشخص نشده,جمعه ۲۸ فروردین ۱۴۰۵,جمعه ۲۷ فروردین ۱۴۰۶,"۳۵۲,۰۰۰,۰۰۰","۴۲۹,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۳۰ تا ۱۴:۳۰,https://mftplus.com/lesson/4910/مدیریت-عالی-کسب-و-کار-(MBA)
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,تهرانپارس,مریم داداشی,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۲۷ تیر ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",شنبه ساعت ۰۸:۰۰ تا ۱۳:۰۰ | چهارشنبه ساعت ۰۸:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,تهرانپارس,مریم داداشی,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۱۷ مرداد ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
نقاشی میکس مدیا (تابلو های دکوراتیو),هنر و سینما,زعفرانیه,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۲۶ اردیبهشت ۱۴۰۵,"۴۵,۶۰۰,۰۰۰","۴۵,۶۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/4301/نقاشی-میکس-مدیا-(تابلو-های-دکوراتیو)
پایان نامه,معماری,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۲۶ اردیبهشت ۱۴۰۵,"۴۷,۰۰۰,۰۰۰","۴۷,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/391212169/پایان-نامه
JavaScript (Web Design III),فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۶ تیر ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۱۰۱,۵۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6458/JavaScript-(Web-Design-III)
ICDL 2021 Level 2,فناوری اطلاعات و ارتباطات,میرداماد,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۳۱ تیر ۱۴۰۵,"۳۵,۰۰۰,۰۰۰","۴۴,۰۰۰,۰۰۰",شنبه ساعت ۱۸:۳۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۸:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5573/ICDL-2021-Level-2
متره، برآورد و صورت وضعیت نویسی عمران,علوم مهندسی,زعفرانیه,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۲۰ خرداد ۱۴۰۵,"۷۵,۰۰۰,۰۰۰","۷۵,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/153813123/متره،-برآورد-و-صورت-وضعیت-نویسی-عمران
مراقبت زیبایی دست و ناخن سطح 1 و 2,دانش سلامت,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۶ تیر ۱۴۰۵,"۱۶۱,۲۰۰,۰۰۰","۱۶۱,۲۰۰,۰۰۰",شنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰ | دوشنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰ | چهارشنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰,https://mftplus.com/lesson/5633/مراقبت-زیبایی-دست-و-ناخن-سطح-1-و-2
دوره تخصصی اسکالپ,دانش سلامت,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,دوشنبه ۲۸ اردیبهشت ۱۴۰۵,"۱۲۰,۰۰۰,۰۰۰","۱۲۰,۰۰۰,۰۰۰",شنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰ | دوشنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰ | چهارشنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰,https://mftplus.com/lesson/6425/دوره-تخصصی-اسکالپ
احیا و صافی مو,دانش سلامت,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۱۹ اردیبهشت ۱۴۰۵,"۵۷,۲۰۰,۰۰۰","۵۷,۲۰۰,۰۰۰",شنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰ | دوشنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰ | چهارشنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰,https://mftplus.com/lesson/5344/احیا-و-صافی-مو
مراقبت از پوست، مو و زیبایی,دانش سلامت,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۳۰ اردیبهشت ۱۴۰۵,"۱۲۶,۴۰۰,۰۰۰","۱۲۶,۴۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/341513127/مراقبت-از-پوست،-مو-و-زیبایی
کاربر مواد شیمیایی (رنگ کردن مو ، بی رنگ کردن مو و...),دانش سلامت,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,دوشنبه ۱۴ اردیبهشت ۱۴۰۵,"۵۷,۲۰۰,۰۰۰","۵۷,۲۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5343/کاربر-مواد-شیمیایی-(رنگ-کردن-مو-،-بی-رنگ-کردن-مو-و...)
شیرینی و دسرهای کاربردی,تشریفات و گردشگری,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۳۰ خرداد ۱۴۰۵,"۱۰۳,۲۰۰,۰۰۰","۱۰۳,۲۰۰,۰۰۰",شنبه ساعت ۱۴:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/3812/شیرینی-و-دسرهای-کاربردی
